+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                        ;
+--------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                    ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n8|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n8                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n7|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n7                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n6|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n6                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n5|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n5                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n4|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n4                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n3|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n3                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n2|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n2                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n1|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01|n1                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|adjust_distanceEx01                                                            ; 113   ; 0              ; 2            ; 0              ; 29     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|peak_divEx01|mul_zEx02|lpm_mult_component|auto_generated                       ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|peak_divEx01|mul_zEx02                                                         ; 33    ; 20             ; 0            ; 20             ; 32     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|peak_divEx01|mul_zEx01|lpm_mult_component|auto_generated                       ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|peak_divEx01|mul_zEx01                                                         ; 33    ; 20             ; 0            ; 20             ; 32     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|peak_divEx01                                                                   ; 20    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04|parallel_serialEx01                                                            ; 403   ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx04                                                                                ; 584   ; 0              ; 9            ; 0              ; 121    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|max_distanceEx01                                                               ; 39    ; 0              ; 11           ; 0              ; 121    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|da_adjustEx01|n4|lpm_mult_component|auto_generated                             ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|da_adjustEx01|n4                                                               ; 19    ; 2              ; 0            ; 2              ; 18     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|da_adjustEx01|n1|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_1 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|da_adjustEx01|n1|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_0 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|da_adjustEx01|n1|LPM_DIVIDE_component|auto_generated|divider|divider           ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|da_adjustEx01|n1|LPM_DIVIDE_component|auto_generated|divider                   ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|da_adjustEx01|n1|LPM_DIVIDE_component|auto_generated                           ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|da_adjustEx01|n1                                                               ; 33    ; 22             ; 0            ; 22             ; 16     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|da_adjustEx01                                                                  ; 57    ; 2              ; 8            ; 2              ; 19     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|tem_adjustEx01|n2|lpm_mult_component|auto_generated                            ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|tem_adjustEx01|n2                                                              ; 19    ; 2              ; 0            ; 2              ; 18     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|tem_adjustEx01|n1|lpm_mult_component|auto_generated                            ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|tem_adjustEx01|n1                                                              ; 19    ; 2              ; 0            ; 2              ; 18     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|tem_adjustEx01                                                                 ; 71    ; 2              ; 0            ; 2              ; 31     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n8|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n8                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n7|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n7                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n6|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n6                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n5|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n5                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n4|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n4                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n3|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n3                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n2|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n2                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n1|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01|n1                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|adjust_distanceEx01                                                            ; 113   ; 0              ; 2            ; 0              ; 29     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|peak_divEx01|mul_zEx02|lpm_mult_component|auto_generated                       ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|peak_divEx01|mul_zEx02                                                         ; 33    ; 20             ; 0            ; 20             ; 32     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|peak_divEx01|mul_zEx01|lpm_mult_component|auto_generated                       ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|peak_divEx01|mul_zEx01                                                         ; 33    ; 20             ; 0            ; 20             ; 32     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|peak_divEx01                                                                   ; 20    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03|parallel_serialEx01                                                            ; 403   ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx03                                                                                ; 584   ; 0              ; 9            ; 0              ; 121    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|max_distanceEx01                                                               ; 39    ; 0              ; 11           ; 0              ; 121    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|da_adjustEx01|n4|lpm_mult_component|auto_generated                             ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|da_adjustEx01|n4                                                               ; 19    ; 2              ; 0            ; 2              ; 18     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|da_adjustEx01|n1|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_1 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|da_adjustEx01|n1|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_0 ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|da_adjustEx01|n1|LPM_DIVIDE_component|auto_generated|divider|divider           ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|da_adjustEx01|n1|LPM_DIVIDE_component|auto_generated|divider                   ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|da_adjustEx01|n1|LPM_DIVIDE_component|auto_generated                           ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|da_adjustEx01|n1                                                               ; 33    ; 22             ; 0            ; 22             ; 16     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|da_adjustEx01                                                                  ; 57    ; 2              ; 8            ; 2              ; 19     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|tem_adjustEx01|n2|lpm_mult_component|auto_generated                            ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|tem_adjustEx01|n2                                                              ; 19    ; 2              ; 0            ; 2              ; 18     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|tem_adjustEx01|n1|lpm_mult_component|auto_generated                            ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|tem_adjustEx01|n1                                                              ; 19    ; 2              ; 0            ; 2              ; 18     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|tem_adjustEx01                                                                 ; 71    ; 2              ; 0            ; 2              ; 31     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n8|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n8                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n7|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n7                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n6|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n6                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n5|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n5                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n4|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n4                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n3|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n3                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n2|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n2                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n1|lpm_mult_component|auto_generated                       ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01|n1                                                         ; 19    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|adjust_distanceEx01                                                            ; 113   ; 0              ; 2            ; 0              ; 29     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|peak_divEx01|mul_zEx02|lpm_mult_component|auto_generated                       ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|peak_divEx01|mul_zEx02                                                         ; 33    ; 20             ; 0            ; 20             ; 32     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|peak_divEx01|mul_zEx01|lpm_mult_component|auto_generated                       ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|peak_divEx01|mul_zEx01                                                         ; 33    ; 20             ; 0            ; 20             ; 32     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|peak_divEx01                                                                   ; 20    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; Ranging_distanceEx01|calc_distanceEx01|final_diatanceEx01|distance_moduleEx02|parallel_serialEx01                                                            ; 403   ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
